0,1,2,3,4,5,6,7,8,9,10
0.0006829898250354757,0.00013678305030878266,0.0004960631105612706,8.209387689395e-05,0.00031901946191816645,0.00018531247762812241,0.0002845916057710913,0.0002937380930789662,0.0003923929176045959,0.0004640037892210522,0.0001230634488876886
0.00013678305030878266,0.0002552186123998272,0.0001591997858707889,0.00017049488479078582,0.00024920697341267346,0.0001966365467028973,0.00021609122476576908,0.00022439231967542054,0.00033479066016690157,9.043516900621882e-05,0.0003011267073717121
0.0004960631105612706,0.0001591997858707889,0.0006810056233011742,0.00019766485268769553,0.00046446355843948945,0.0001892235039103606,0.0004504133183055403,0.00047049038461993226,0.0006037713126819444,0.0004726550897865701,0.000232417773826434
8.209387689395e-05,0.00017049488479078582,0.00019766485268769553,0.000875685447765354,0.00043721907930159,0.0002328841632706332,0.00033867448152447396,0.0004687881153230043,0.00046588399250505687,8.445426678418878e-05,0.00017300458240934307
0.00031901946191816645,0.00024920697341267346,0.00046446355843948945,0.00043721907930159,0.0006168312186960959,0.00029541265155582725,0.00048206486815813407,0.000537552843461051,0.000655092945639969,0.00030055411448755477,0.00034283080462436575
0.00018531247762812241,0.0001966365467028973,0.0001892235039103606,0.0002328841632706332,0.00029541265155582725,0.00031609283669284665,0.0002348334039976325,0.00026206781625857283,0.0003369087716373841,0.00013078030401851166,0.00027918204647605765
0.0002845916057710913,0.00021609122476576908,0.0004504133183055403,0.00033867448152447396,0.00048206486815813407,0.0002348334039976325,0.0004811966594510704,0.0004913803816590417,0.0005621789031339726,0.00031405512827937756,0.00024824458829925404
0.0002937380930789662,0.00022439231967542054,0.00047049038461993226,0.0004687881153230043,0.000537552843461051,0.00026206781625857283,0.0004913803816590417,0.0006497766007350173,0.000638524651797615,0.0003030432196063674,0.0002803349130176955
0.0003923929176045959,0.00033479066016690157,0.0006037713126819444,0.00046588399250505687,0.000655092945639969,0.0003369087716373841,0.0005621789031339726,0.000638524651797615,0.000986100825659088,0.0004097348183962786,0.0005695029946156319
0.0004640037892210522,9.043516900621882e-05,0.0004726550897865701,8.445426678418878e-05,0.00030055411448755477,0.00013078030401851166,0.00031405512827937756,0.0003030432196063674,0.0004097348183962786,0.000622296253082614,0.00012041294899489421
0.0001230634488876886,0.0003011267073717121,0.000232417773826434,0.00017300458240934307,0.00034283080462436575,0.00027918204647605765,0.00024824458829925404,0.0002803349130176955,0.0005695029946156319,0.00012041294899489421,0.0006573545677882434
