XLC,XLP,XLY,XLE,XLF,XLV,XLI,XLB,XLRE,XLK,XLU
0.02508826885620963,-0.017523366875804212,0.005555312849232868,-0.03610805020513873,0.004061406769520647,-0.022054650389578323,0.0006412924030754848,0.0078107902252755055,-0.02435893770874914,-0.01841664429774476,-0.036126641479951524
0.02183993358116055,-0.045593715063635874,0.03388816484378148,-0.03163417635799235,-0.00525665283203125,-0.022561795793558163,-0.007892456010312503,0.00894323609864601,-0.0033089440615659644,0.02625984887554484,-0.03560237344140944
0.004721911351755695,-0.061888290418414094,-0.01871698317046292,-0.039757216699505105,-0.04078317018611234,-0.030605604161463185,-0.053098946018532725,-0.03765982936081527,-0.04982208360721149,-0.002408900425714485,-0.06910887107936697
0.027854394696200102,-0.0316225601483265,0.049887970818758,-0.04220844939126405,0.001709605370765813,-0.028229157188524673,-0.002330000115247648,-0.01567500532036536,-0.014227022790605096,0.026019782852392762,-0.04159032019018304
0.050525224702317385,-0.023774519962498342,0.02006232422192962,-0.0918567479876282,-0.007961884341895455,-0.01937282821728764,0.0023242667951617296,-0.018169722136878463,-0.01882276323222559,0.0384027335510418,-0.050407023311223945
-0.05590408291316066,-0.03704254345360874,-0.027993877054112538,0.0032208565156881864,-0.019375369031055387,-0.02003807211821934,-0.022489904935581,-0.03184430165336467,-0.04727475408287378,-0.00896165461871692,-0.03949006419696511
-0.009781939248994334,-0.02647740681902522,0.005488796779482892,-0.09923151807864729,-0.024476088428173236,-0.023809861040340618,-0.013875971118931187,-0.03462131480366263,-0.05681615915973976,-0.01802784932158855,-0.029714318923343055
-0.039881026563632474,-0.04178128174040865,-0.04048568459821199,-0.03701108774465509,-0.03371238537406234,-0.038812266934600895,-0.039158728333799506,-0.020550880413104183,-0.07200918548083676,-0.023577511940182448,-0.05954221390473358
0.008890243202416596,-0.03983450499784882,-0.005162859171209396,-0.01574409124406705,-0.022331399981112002,-0.020267523013656148,0.0002642331763089857,0.010219056343513423,-0.0391166790370587,0.009064692666845682,-0.050092774528263176
-0.0626864373559751,-0.049394373273788754,-0.06793043040439746,-0.08891181165329808,-0.10595314204054003,-0.058707443812747284,-0.06523544301712186,-0.09480294894624812,-0.11149197160909535,-0.04721504907879817,-0.06727470872436042
0.04828936020940298,-0.018385938459010532,0.026896416627686676,-0.08533921576226154,-0.04634220560725662,-0.0032538519965277777,-0.033675146929497586,-0.048116244370487726,-0.03147662394496286,0.05241685899428836,-0.0009659473327473933
0.019381524401939736,-0.020467513278101066,-0.0048341541861869255,-0.020646786195186784,-0.024848695132878417,-0.006540939009680546,-0.018454441327699262,-0.010898344380029856,-0.05572599684351268,0.011032908645141476,-0.05302938978367035
0.013858831828621044,-0.008529041922282292,0.03809701318870043,0.017440790285476612,0.0021589588684388147,-0.006471535870950157,0.018675888895900356,0.018464196306551252,0.010320074777889703,0.02472815387640902,-0.006711759874039147
0.014530914525790702,-0.02050415029457769,-0.029548651225624962,-0.04817593214152032,-0.021455535081973832,0.013930299508505868,-0.04753786906988566,-0.034475857667329135,-0.039197266594034996,-0.014788490547968351,0.0008529898084687181
0.0033079404985507216,-0.027267619152401678,0.016144852235457852,-0.01129168238608098,0.013658279619456728,-0.005723535409533924,0.008180114816160497,-0.00015639681739209558,-0.04160874715850056,-0.000923136600851614,-0.040368519191866785
-0.02427978543923978,-0.012307702903099502,-0.007045960897009963,-0.054963757305579446,-0.006714842213629544,-0.018407239066036515,-0.011252746864042942,-0.023314739609343348,-0.019508708229089764,-0.015245052016643194,-0.02457867800429373
0.028371208190196805,-0.017262140397400087,-0.005904393691861986,-0.028373494306864862,-0.01836684770775191,-0.022801016041931025,-0.022424626268867414,-0.02344158081277638,-0.02131396812080537,0.016621784723647122,-0.04173794103464458
-0.033743710389669945,-0.029936517435402286,-0.009805039228019067,-0.07721862363758215,-0.04495172503807529,-0.017098013869842027,-0.02137847692998846,-0.03207618761480158,-0.03915280269743592,-0.004558906000254532,-0.030174687859429346
0.015606073862493294,-0.025649584733196385,-0.006442611336503119,-0.0673746757155908,-0.03591453763484768,-0.024992315697128994,-0.03044166556629772,-0.04511128111857678,-0.04022839529013676,-0.008047280311592667,-0.03214358219771041
0.018981169795365863,-0.0449086285155444,0.01608162957268792,-0.022984894940688016,0.002195957518880723,-0.022839016378874064,-0.0030731485620715247,-0.01842416168018511,-0.05820521015919708,0.03383643911783804,-0.07749891295718697
0.0014056073940866363,-0.05768978874275399,-0.005429138108852071,-0.04011326968516582,-0.03550140937382285,-0.045844248492454845,-0.03104396211228295,-0.051762715471809634,-0.04971545385646139,0.04104168328910348,-0.05777827606989944
-0.0013211418059833765,-0.020182988415025686,0.014046865527195466,-0.0019387927400102494,0.002073529950770715,0.010453635419438728,0.008107161071248146,0.010697176232703543,-0.011724387336520556,-0.009827226151958742,-0.026848453803483295
-0.004660514972020298,-0.0334585799651892,0.019020070211620554,-0.030066515107697558,-0.008204386925067102,-0.017572549928110436,-0.004306855374815968,-0.016686404764509683,-0.028255646144994484,-0.012745479652432602,-0.016383206494361133
0.011388230540248094,-0.008789125402445367,0.017914847321795147,-0.02411559118331137,-0.00563432390527502,-0.002102517050393685,0.011845286299542682,0.012911320752532875,-0.01891884277503506,0.027797105476531588,-0.020609814129399304
-0.012617995686329805,-0.0318458435822731,-0.009157023058093725,-0.06061066009017097,-0.03138389777300242,-0.00414588342664584,-0.026639716685988715,-0.030512178420020866,-0.06730849742541332,-0.026461798949466448,-0.05549229880408638
0.009759565520527855,-0.016236505857199407,0.02674565777776953,0.021536156439012098,0.017723931432534992,-0.0041384265496211955,0.026496184231111244,0.021492183141377675,0.025052719437676358,0.023827665359213854,-0.020859261445555943
-0.004864370964268632,-0.029337217189069714,-0.018129676846577323,-0.031603713303171424,-0.0165836923780966,-0.037097071719187566,-0.019086330974270295,-0.034144187908400105,-0.01849660691120698,-0.020951757631128106,-0.024004726251962552
0.022532645310292882,-0.011965093316196145,0.026069663618869837,-0.01412081786956027,0.006021999450956047,0.008507476049992435,0.009595168093374651,0.01650213558717959,0.0034665265616398524,0.02549628409703012,-0.0019074655403336458
-0.031115999175139197,0.0001460925952808277,-0.028674700706906846,0.013083903407131772,0.017221111723910915,0.024687290678117514,-0.0022364639465714377,-0.006102687894979522,-0.026502969513898435,-0.007040833528625979,0.0014208788930037775
0.03699022522181727,-0.015067272067173383,0.006039348799874026,-0.01175879372550983,-0.015308419582113307,-0.01970527376835739,-0.00666720311390203,0.0014362551564380762,-0.04564343035403269,-0.00018216359636480123,-0.04695638781540248
-0.03157958984375,-0.03879205804122122,-0.015138878854784682,-0.02104735026101604,-0.023144082747023276,-0.030758757013022154,-0.030970775753771017,-0.03713186185788385,-0.04885171589098478,-0.044703880975623465,-0.07342178867199792
-0.012619602296599332,-0.021278247452915598,-0.019758514918690993,0.0031329307382628128,-0.018970218540991814,0.009258568792261128,-0.010347116029220756,-0.02874344958691474,-0.01948255550651238,-0.03477047188256592,-0.020188852152129382
-0.03620881832302965,-0.04597204137637534,-0.04120823055571738,-0.03379017505907143,-0.036879314677907865,-0.02781768620580304,-0.03585156413459484,-0.03540836169470568,-0.05501806873136389,-0.016522194889875066,-0.04105596828404001
-0.0021233702024840476,-0.026918258943508543,0.0006573188980582139,-0.04193360706863375,-0.01423040189400903,-0.012609535371687217,-0.009553478593019572,-0.018035802320812325,-0.016354101876381217,0.011415886073596304,-0.020266890205116815
0.011988236355385064,-0.028412720612972363,0.017975206954000626,0.007778820185630067,0.004005432308138058,-0.014379026118195205,0.003520667065358244,0.018792022526960665,-0.01352522467284042,0.03034388600475833,-0.042168263335475686
-0.008654349153334101,-0.02562198740371214,-0.009363384959339926,-0.01610032173052226,-0.02303955945477905,-0.02377123873531082,-0.039622204130030564,-0.037479752796320244,-0.033435915716873446,-0.022766815466488264,-0.01631770310856397
-0.004077478904048252,-0.018001863782373125,-0.00264672195743024,-0.032120063233790255,-0.002473575527133391,-0.010669361461292614,-0.020827980604665366,-0.02265660460165628,-0.021532228416914156,-0.03682094404731266,0.0029140031484701195
-0.03152719174618397,-0.04403403687398855,-0.06427555195769372,-0.056042649208900897,-0.040714814541057125,-0.0249029777782458,-0.03878033581739183,-0.04979574790421794,-0.07654508825850813,-0.027500505069994758,-0.04303873367672316
-0.0020985794294398914,-0.030417955963814497,0.0004571828983891491,-0.0028928656381131557,-0.021054312362492316,-0.01780473656174499,-0.00821219458050261,-0.004409745102777922,-0.026643995833108777,-0.00421084502648073,-0.07975736778605683
0.0122556427178789,-0.043193041014357156,-0.00028282444163866156,-0.0668696551660604,-0.009258659887444513,0.004946710763730145,-0.011546129423637676,-0.013655290410901999,-0.028219432095632237,0.02172412134501006,-0.03992189083455015
0.0021792703695546604,-0.00914057085148502,-0.0020721064582077753,-4.20340383842705e-05,0.005572323988257631,-0.003907733105230216,-0.0028215261594651325,-0.009217457715355499,0.01135161118665439,0.004733519248580172,0.019513627780340194
-0.020601962279830657,-0.013604258017279516,-0.05468303906805584,-0.016473129757583745,-0.04598961982767053,-0.028150252194348236,-0.046844349499545294,-0.047432360570915134,-0.06841745265441658,-0.03315721873231092,-0.04043470088073158
-0.05558873820534735,-0.023721863557044115,-0.013778561118832414,-0.07340236062348154,-0.02963959126107856,-0.045479108324881404,-0.029734044966279703,-0.005451175302247106,-0.020848312510514794,-0.014852312771462355,0.0035678365956182067
0.056137310880566886,0.01352776206792547,0.054697480459350974,0.0027916055999198702,0.05738878974062046,0.021051224315049497,0.03765775706178725,0.029761189165755778,0.06040386552852547,0.056364347887198955,0.030527862133812828
0.007810450566622825,-0.012055153968555622,-0.00036320508563024813,-0.061987322299164295,-0.007488047112582679,-0.021063867365522005,-2.2134848347400966e-05,-0.02869905120958967,-0.03572211023615534,0.039766892483252284,-0.04361133941977698
0.02273584073550225,-0.006340702176680607,0.036025327177527634,-0.003928307071710737,0.02713379753949211,0.006479130437354433,0.02347491151363731,0.032735368446865254,0.03607102716093607,0.018609883977042767,0.016830553729400618
0.010088616253350483,0.002450005964599167,0.00283999749430786,-0.018724852223097346,0.0032508946971123746,0.01820603462114726,-0.0006113639940017772,0.0014818063930993341,-0.0059951616763464655,0.0036644270213372944,-0.006515318347561744
-0.015004871964260593,-0.006233131054218815,0.012316074664191518,-0.011290492838672119,0.017214403084829345,-0.0006101183083770224,0.01712352824660967,0.020482026318862437,0.027947538570273725,0.0038892305509885526,-0.00507827759795682
0.016196651735167572,-0.021060524802020666,0.015631341919939198,-0.042716021014100186,-0.003972228663737822,-0.0035879277303432545,0.0013274538414203218,-0.019232238906919913,-0.014616043143621438,0.012039685642195881,-0.01465307098818035
0.006621779436918312,-0.004435870664339539,0.031858311223717094,0.006423245420092246,0.024532071534758077,0.002270316610107942,0.025802704998950644,0.030524202290721544,0.03970796026701871,0.02607415569769544,-0.0035873150797131404
0.017417155521016726,-0.011863649046572828,-0.0038443712407292825,-0.01745387776216526,-0.008924247156441814,-0.0009358329550695466,-0.004546016833824299,-0.006081313122450974,-0.017216161988197577,0.00037285253734010846,-0.0318289819872454
-0.003521775458277746,0.006100724540210087,-0.00810909440090338,-0.02954623350933466,0.0023806896486956684,0.007258980471781703,0.0036989961975669497,-0.005555634184637046,0.00022890102193230436,-3.811322693337879e-05,0.004655553645766312
