0,1,2,3,4,5,6,7,8,9,10
0.000686692236605744,0.00013816287366860163,0.0004984898220602642,8.29810644188712e-05,0.00032108708207296063,0.00018648482585140812,0.0002862440677124108,0.0002955905857301351,0.0003961334816598598,0.00046602803674185105,0.0001244162798987224
0.00013816287366860163,0.0002589903214103247,0.0001607213599403759,0.00017313800822818778,0.00025198671721429056,0.00019879946828330386,0.00021835496944975732,0.00022685626300382526,0.00033955144720920354,9.125127179178435e-05,0.00030584998315959846
0.0004984898220602642,0.0001607213599403759,0.0006839763801941387,0.0001996963500078591,0.00046722818846268196,0.00019032070851703845,0.0004527899250497053,0.0004732092375481127,0.0006092062390989274,0.00047446758158264035,0.0002348485604289234
8.29810644188712e-05,0.00017313800822818778,0.0001996963500078591,0.0008898959842488953,0.0004424118632039666,0.00023561397808991271,0.00034246660548873086,0.00047427400516456,0.00047284645251049676,8.527780448020927e-05,0.00017584335327621055
0.00032108708207296063,0.00025198671721429056,0.00046722818846268196,0.0004424118632039666,0.0006214847214185767,0.0002975955530749791,0.00048537562517317204,0.000541514873968384,0.0006620362468440932,0.0003021845299014957,0.00034696439944854705
0.00018648482585140812,0.00019879946828330386,0.00019032070851703845,0.00023561397808991271,0.0002975955530749791,0.0003183794064359731,0.00023641001242159963,0.0002639589613756847,0.0003404273674690451,0.00013146962477014198,0.00028250527019997904
0.0002862440677124108,0.00021835496944975732,0.0004527899250497053,0.00034246660548873086,0.00048537562517317204,0.00023641001242159963,0.000484175991735671,0.0004946697930020824,0.0005677556959597824,0.0003155463444795658,0.00025106929167994667
0.0002955905857301351,0.00022685626300382526,0.0004732092375481127,0.00047427400516456,0.000541514873968384,0.0002639589613756847,0.0004946697930020824,0.0006544531569031008,0.0006451813994404497,0.0003046342567233262,0.00028366665613475234
0.0003961334816598598,0.00033955144720920354,0.0006092062390989274,0.00047284645251049676,0.0006620362468440932,0.0003404273674690451,0.0005677556959597824,0.0006451813994404497,0.000999574039793594,0.00041320557258960484,0.0005781178064281278
0.00046602803674185105,9.125127179178435e-05,0.00047446758158264035,8.527780448020927e-05,0.0003021845299014957,0.00013146962477014198,0.0003155463444795658,0.0003046342567233262,0.00041320557258960484,0.0006243533770709714,0.00012160861802401837
0.0001244162798987224,0.00030584998315959846,0.0002348485604289234,0.00017584335327621055,0.00034696439944854705,0.00028250527019997904,0.00025106929167994667,0.00028366665613475234,0.0005781178064281278,0.00012160861802401837,0.000668262301313272
