NVDA,JPM,LLY,GE,GBTC
4.798232277801004e-05,-0.021337594601611245,-0.0204602583253844,0.09036095646721654,0.05231135493100074
0.10512401410389755,-0.0026508016368518455,-0.017963115985576924,0.10772078334276683,0.28271953988482207
0.05510680926261469,-0.07510454545896723,-0.05400620647308205,-0.033410205911254036,0.013311134885087804
0.1268275343768338,0.0037925635760315043,-0.0243618523301692,0.06647497312931899,0.0044696749400591875
0.05712546441788064,-0.02049333355398283,-0.02657155607039082,-0.01096765025737693,-0.0016207826188298277
0.021559658595041442,-0.027822944070437436,-0.0024237906100490264,-0.007734653634965699,-0.1250512223610396
-0.0074513586258843694,-0.026975875455455406,-0.06305468739058633,0.016997190151083388,0.15585025642137676
0.10831335158575149,-0.031757455863500594,-0.025004265371498698,0.011533239560345432,-0.06065571989240365
0.008799557462879143,-0.022863487686078897,-0.021120698911177106,0.022638913388604694,-0.041329328578316574
-0.03923075419714092,-0.09937775544323037,-0.01430938742418509,0.04450712343697435,0.0
0.13030738693175145,-0.07318677019678732,0.02902296418003486,0.0021666366307382967,0.26062096353831876
0.04510692351709765,-0.049238162978264784,0.012635990866420001,0.0037472742709212,-0.001248467989523632
0.034694314771931786,-0.006571123629466443,0.03895376279517938,0.03143769892589856,0.04670508576875698
-0.017473307796443124,-0.05156092791664151,0.06407340151688122,-0.02673801329602398,-0.007956001646343015
-0.0027432028335165662,0.0680255116243357,0.009340941978472085,0.012701380874135223,0.06899723881899501
0.020527135601555873,-0.02171338269425409,0.0187783203125,0.0361214491049118,-0.09523806550335047
0.026916767778101636,-0.041217413616909684,0.01903665088029162,-0.010480938337595712,0.08454423407828482
0.029842114280659342,-0.0636204433458173,0.06796156779502169,0.003123383046811831,0.04215749166495699
-0.0066997008053315136,-0.049840048520927424,0.010848060701766797,-0.018488757942353762,-0.11538464724050328
0.09632295709222748,0.00980349039532729,0.010286969119465837,0.04703581525361902,-0.017076502331779247
0.25994327272152673,-0.05387110067597518,-0.047166215060631976,-0.01738925451495155,-0.03421786184082589
-0.031545980843727,0.0003144336652603224,0.037775502707580774,0.02248471359058164,0.0048916626674769675
-0.0038919344069323664,-0.019562636561042943,0.0011009061309607787,0.0003232022922876361,-0.047819992433647374
0.0888451556770169,-0.010697051993885669,-0.0022456395910569233,-0.004569397562496392,0.11999999152289496
-0.018562931413522825,-0.051505073405571034,0.023223572444513802,-0.0259688003473477,0.25424838528292304
-0.003961010865612256,0.020268797308071303,0.002227653283168171,0.05639554881086324,0.010531899175882757
-0.0005463692107886242,-0.038148224536224254,-0.03596042205444441,-0.01159401107430584,0.02642488337007368
0.06568966348606216,0.016642956585207612,-0.013404868003858894,0.012791706109002376,-0.0025252140902592085
-0.042982651612146115,0.010880069271956366,0.022129572153683382,-0.004271705803696847,0.0007552562531453003
0.04490943652287771,-0.00685084866121038,-0.013297605308103354,0.03255686443412916,-0.0352910598313947
-0.04456745148985163,-0.02636873810060977,-0.026364909052602102,-0.015476344715760102,0.019087947579669726
-0.09454178373494417,-0.03259661122380356,0.15886848563327358,0.005844139278289087,0.032291609752511594
0.06924850743816055,-0.048758491246386086,0.02263061417024681,-0.027045658887798227,-0.12209889573943346
0.03402716115193397,-0.036171437625758834,0.008541172815894515,-0.004082041160510599,-0.0040183521537108385
0.04338161442332073,-0.02411502750242267,0.009051482637382632,0.011504172899962263,0.05902571543059186
-0.05517901761663435,-0.041325436699356864,0.04492632080768146,-0.02072730556631377,0.04720558423650378
-0.04884115140700726,0.008381845214000433,-0.02308982266488951,0.02530479041839673,0.003124972060323872
-0.026752424476170725,-0.0352174614261406,-0.05092898042144248,-0.04245011248130472,-0.04400611123363679
0.04573424928380071,-0.02135694982960757,-0.02708358898717585,-0.004989623155235992,0.022376135644697034
0.039196756250974685,-0.01730133626870724,0.050708677807348404,0.006650543245841431,0.036499977111816406
0.013667235907976867,0.017958657456020252,0.07622511823518564,-0.017206389874523484,-0.0029556388274559744
-0.08169850098643908,-0.05486793157895543,-0.046562695420590064,-0.03714302640586129,0.05066663953993056
-0.017814244482146784,-0.062009779117983506,-0.0475065265001369,-0.0037785142620127207,0.03253702577583642
0.09521095284485599,0.03561558320021222,-0.009521723358092813,0.010426772799435527,0.052529121947258915
0.06720734141658842,0.010606974109723666,0.04283618659252817,0.05201597662932938,0.09670690290618378
0.02010250672340376,0.03639415013412968,-0.008016673119165154,0.03893428620793552,-0.030110392670063522
-0.03127915638006267,-0.0024063094008406984,0.014554672150171416,-0.0022280564694981764,0.06883555715807674
-0.021784634769711035,0.010068533775798125,-0.03019431611677628,0.02077123466116377,0.04546949401717845
0.030874302770650695,0.0039406638306562,0.025550195027731242,-0.012550655805159,0.06381058074478477
0.029409933304206548,0.02993329237242495,-0.04613789443688576,0.019275590960658538,0.01730304321111925
-0.011584880380977986,-0.0030784276200270873,-0.012278181500164534,0.02179660934933052,0.10508976530475889
0.011266101843007973,0.0036851258886494787,0.02177352838290167,0.0039682270427491935,-0.04364645850152161
